symbol,asOfDate,periodType,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,ForwardPeRatio,MarketCap,PbRatio,PeRatio,PegRatio,PsRatio,Ticker
KLAC,2023-03-31,3M,58161656130.0,59.329801,23.909177,16.6113,54801650130.0,21.051163,16.406494,1.7788,5.568346,KLAC
KLAC,2023-03-31,TTM,58645282181.0,,,,55285276181.0,,,,,KLAC
KLAC,2023-04-01,TTM,,12.638372,5.593935,,,,,,,KLAC
KLAC,2023-06-30,3M,69497349000.0,72.862886,29.508835,20.0,66326485000.0,24.723034,19.748371,2.0845,6.530741,KLAC
KLAC,2023-09-30,3M,65345577464.0,63.544226,27.261901,19.4175,62525604464.0,21.35887,18.992133,2.5736,6.128034,KLAC
KHC,2022-09-02,TTM,65121156960.0,,,13.7174,45721156960.0,0.936986,30.333333,2.6635,1.799125,KHC
KHC,2022-09-05,TTM,,15.72595,2.540619,,,,,,,KHC
KHC,2022-09-30,3M,60320450000.0,60.20005,9.272936,12.2549,40920450000.0,0.838603,27.113821,2.3808,1.608169,KHC
KHC,2022-12-31,3M,68939906976.0,45.474873,9.340185,14.7929,49866906976.0,1.03576,41.540816,2.9256,1.949311,KHC
KHC,2023-03-31,3M,66478048468.0,44.377869,10.244729,14.2045,47448048468.0,0.974733,20.246073,2.018,1.790048,KHC
KHC,2023-06-30,3M,62845930682.0,38.889809,9.350682,12.2399,43566930682.0,0.886353,18.112245,1.5816,1.616543,KHC
KHC,2023-09-30,3M,60369827047.0,62.754498,9.18871,11.236,41319827047.0,0.828608,13.140625,1.4484,1.523335,KHC
LHX,2020-12-31,TTM,,,,,,,,1.1659,,LHX
LHX,2022-09-22,TTM,,,,15.456,43247727013.0,2.26594,23.324045,,2.646213,LHX
LHX,2022-09-23,TTM,,14.666781,3.010628,,,,,,,LHX
LHX,2022-09-30,3M,47096220151.0,-2478.748429,11.091903,14.2248,39714220151.0,2.080804,21.447884,,2.433355,LHX
LHX,2022-12-31,3M,46935211670.0,55.348127,10.25234,16.8634,39687211670.0,2.164324,36.037474,,2.409368,LHX
LHX,2023-03-31,3M,44066194594.0,60.780958,9.856004,16.0514,37160194594.0,2.006165,35.744991,,2.225556,LHX
LHX,2023-06-30,3M,46240288303.0,62.571432,9.853034,15.949,37017288303.0,2.02214,40.700624,,2.162399,LHX
LHX,2023-09-30,3M,42143291232.0,48.496308,8.574423,13.1752,32985291232.0,1.789955,41.163121,0.559,1.854647,LHX
LH,2021-02-26,TTM,,,,,,,,2.0681,,LH
LH,2022-09-30,3M,23597976000.0,37.756762,6.543905,11.0011,18350976000.0,1.764398,9.790153,,1.237446,LH
LH,2022-12-31,3M,26724728000.0,106.898912,7.273618,13.0548,20863528000.0,2.057959,12.538871,,1.44101,LH
LH,2023-03-07,TTM,26353535000.0,,,13.0548,20488635000.0,2.029261,16.57194,3.1223,1.425462,LH
LH,2023-03-08,TTM,,10.9953,1.771452,,,,,,,LH
LH,2023-03-31,3M,26191512000.0,52.976359,6.932823,12.9366,20326612000.0,2.013214,16.422334,3.0941,1.412594,LH
LH,2023-06-30,3M,27303371000.0,68.67045,9.000023,14.0845,21405971000.0,2.06991,21.682839,5.892,1.477738,LH
LH,2023-09-30,3M,22092730000.0,50.799563,7.227404,13.8889,17813030000.0,1.942987,18.842549,,1.20897,LH
LRCX,2022-09-30,3M,51256147000.0,28.899643,10.101483,9.7561,49912884000.0,7.94998,11.175573,0.8929,2.987736,LRCX
LRCX,2022-12-31,3M,57536303900.0,32.587838,10.902047,12.0919,56909880900.0,7.677486,12.053341,1.3592,3.252715,LRCX
LRCX,2023-03-31,3M,71818360040.0,66.849814,18.559783,18.4502,71402923040.0,8.59796,14.250538,1.8837,3.840141,LRCX
LRCX,2023-06-30,3M,85327189420.0,90.202547,26.604413,23.0947,85691309420.0,10.192382,17.892012,2.2527,4.664199,LRCX
LRCX,2023-09-30,3M,82415611440.0,70.959853,23.668623,23.0947,82778767440.0,10.082464,18.87293,2.2969,4.884907,LRCX
LW,2022-09-02,TTM,13468797406.0,,,28.9855,11243397406.0,31.188342,56.688406,1.4011,2.78459,LW
LW,2022-09-06,TTM,,21.160719,3.285954,,,,,,,LW
LW,2022-11-30,3M,14781229852.0,54.382744,11.579499,32.1543,12502329852.0,24.514372,31.258993,1.5563,2.978266,LW
LW,2023-02-28,3M,16813375717.0,52.93884,13.412074,24.3309,14467175717.0,25.248125,30.682927,1.104,3.233279,LW
LW,2023-03-07,TTM,16872813472.0,,,24.3902,14526613472.0,25.351856,30.783537,1.1076,3.243881,LW
LW,2023-03-08,TTM,,18.79351,3.741034,,,,,,,LW
LW,2023-05-31,3M,18768723949.0,73.172413,11.073647,23.31,16198023949.0,22.660918,29.653333,0.9783,3.347817,LW
LW,2023-08-31,3M,17303229329.0,43.983806,10.390458,20.4082,14117329329.0,10.003068,14.015827,0.857,2.643429,LW
LVS,2020-09-24,TTM,,,,,,,104.340909,,,LVS
LVS,2022-09-30,3M,37592280000.0,274.396204,37.405254,26.2467,28665280000.0,6.839723,,,7.43973,LVS
LVS,2022-12-31,3M,46190472118.0,252.406951,41.352258,51.0204,36733472118.0,9.41679,,,9.179075,LVS
LVS,2023-03-31,3M,53558800000.0,76.403424,25.263585,58.4795,43891800000.0,11.309405,,,10.67927,LVS
LVS,2023-06-30,3M,53769000000.0,57.878364,21.152242,29.4118,44312000000.0,10.925049,,,8.386798,LVS
LVS,2023-09-30,3M,44194256118.0,40.213154,15.811898,14.9031,35042256118.0,8.088166,654.857143,,5.172541,LVS
LDOS,2022-09-30,3M,17434390000.0,49.529517,4.832148,12.2249,11983390000.0,2.992855,17.01751,,0.876877,LDOS
LDOS,2022-12-31,3M,19197030000.0,54.382521,5.192597,15.1515,14411030000.0,3.526929,21.467347,,1.032256,LDOS
LDOS,2023-03-31,3M,17586220000.0,51.271778,4.754317,13.6426,12612220000.0,2.933757,18.560484,,0.882487,LDOS
LDOS,2023-06-30,3M,17318760000.0,41.832754,4.512444,13.4048,12121760000.0,2.749322,18.131148,,0.833231,LDOS
LDOS,2023-09-30,3M,17785565493.0,-70.298678,4.535977,12.4533,12672565493.0,2.756703,17.929961,,0.853793,LDOS
LEN,2022-11-30,3M,28926226176.0,15.35756,2.843049,6.9396,24903342176.0,1.107791,5.820411,3.6345,0.806759,LEN
LEN,2023-02-28,3M,28844296337.0,34.75497,4.444128,10.7411,27459362337.0,1.161662,6.153944,,0.832692,LEN
LEN,2023-03-07,TTM,28749941889.0,,,10.5263,27365007889.0,1.157811,6.159669,5.2625,0.833466,LEN
LEN,2023-03-08,TTM,,4.181979,0.853849,,,,,,,LEN
LEN,2023-05-31,3M,31292679231.0,25.863578,3.889632,11.4679,30350066231.0,1.26089,6.657551,5.7599,0.908052,LEN
LEN,2023-08-31,3M,34140260337.0,22.924142,3.910861,9.9206,33438687337.0,1.353733,8.140123,3.434,1.014517,LEN
LIN,2022-09-30,3M,145667778031.0,53.73212,16.558802,20.6612,133279778031.0,3.359373,39.071014,2.2652,4.241214,LIN
LIN,2022-12-31,3M,172245461847.0,63.770997,21.805983,25.2525,160663461847.0,4.268891,43.202649,2.6764,4.913881,LIN
LIN,2023-03-31,3M,187610166614.0,64.118307,22.898836,26.5957,174255166614.0,4.353332,43.188335,3.2911,5.369718,LIN
LIN,2023-06-30,3M,199761409853.0,66.233889,24.34927,27.8552,185946409853.0,4.652149,42.389321,3.5147,5.715223,LIN
LIN,2023-09-30,3M,195819642460.0,64.287473,24.012219,24.5098,181686642460.0,4.52379,32.548077,3.0168,5.593908,LIN
LYV,2020-10-30,TTM,,,,,,31.006897,,,,LYV
LYV,2022-09-30,3M,18930500514.0,30.936841,3.076362,74.0741,17240515514.0,,,,1.472042,LYV
LYV,2022-12-31,3M,18721106761.0,395.945746,4.363145,63.2911,16101562761.0,,90.571429,,1.086353,LYV
LYV,2023-03-08,TTM,18361084593.0,,,36.3636,16269285593.0,,109.765625,,0.975159,LYV
LYV,2023-03-09,TTM,,14.880457,1.100702,,,,,,,LYV
LYV,2023-03-31,3M,18111984230.0,66.482587,5.791406,71.4286,16020185230.0,,109.375,,0.971688,LYV
LYV,2023-06-30,3M,22281229915.0,37.66941,3.957082,120.4819,20871860915.0,,116.807692,3.0706,1.179618,LYV
LYV,2023-09-30,3M,20395900886.0,25.074163,2.501945,49.505,19111758886.0,,74.142857,0.9986,0.999463,LYV
LKQ,2022-09-30,3M,16152215000.0,37.73882,5.203678,10.8932,12735215000.0,2.278214,11.22619,0.3152,1.033358,LKQ
LKQ,2022-12-31,3M,17687815948.0,48.327366,5.893974,12.9366,14269815948.0,2.713131,12.716667,0.3807,1.16718,LKQ
LKQ,2023-03-31,3M,18845976000.0,40.792156,5.627344,14.0056,15188976000.0,2.785435,13.776699,6.0409,1.233334,LKQ
LKQ,2023-06-30,3M,19285879000.0,37.741446,5.593352,14.43,15598879000.0,2.740973,13.906921,6.2169,1.244983,LKQ
LKQ,2023-09-30,3M,16672716225.0,40.764587,4.672846,11.4155,13246716225.0,2.228075,13.167553,6.0429,1.035711,LKQ
LMT,2022-09-30,3M,112294649904.0,44.262771,6.771673,13.6054,102425649904.0,8.959557,22.328902,2.8278,1.636256,LMT
LMT,2022-12-31,3M,136546362259.0,57.0846,7.190056,18.018,127496362259.0,10.32663,22.367356,1.8568,2.019713,LMT
LMT,2023-03-31,3M,133200740397.0,52.83647,8.806078,17.6678,120318740397.0,12.984971,21.825023,3.402,1.895677,LMT
LMT,2023-06-30,3M,128715380000.0,50.220593,7.71074,17.1527,115555380000.0,11.979616,21.089327,3.3029,1.818141,LMT
LMT,2023-09-30,3M,114885120000.0,45.230362,6.806797,14.4092,101013120000.0,10.932156,14.991202,2.1304,1.565314,LMT
LOW,2021-08-21,TTM,,14.155105,1.775578,,,,,,,LOW
LOW,2022-10-31,3M,151237450000.0,106.057118,6.441392,13.1406,119114450000.0,,15.302198,0.9325,1.365173,LOW
LOW,2023-01-31,3M,160949311243.0,73.965676,7.170831,14.7275,125929311243.0,,20.101351,1.4165,1.409632,LOW
LOW,2023-04-30,3M,160586721723.0,42.788895,7.186053,14.9925,123940721723.0,,20.435595,1.2267,1.351144,LOW
LOW,2023-07-31,3M,174855718033.0,40.086134,7.00656,17.7936,137277718033.0,,22.46117,1.5032,1.504146,LOW
LOW,2023-10-31,3M,147062847284.0,46.217111,7.18396,12.9199,109980847284.0,,18.448209,1.1081,1.228521,LOW
LYB,2022-09-08,TTM,38898995247.0,,,,26911995247.0,,,,,LYB
LYB,2022-09-09,TTM,,,,5.6085,,2.243967,5.117397,,0.520262,LYB
LYB,2022-09-12,TTM,,4.579046,0.726744,,,,,,,LYB
LYB,2022-09-30,3M,36499905612.0,32.735341,2.979584,5.0176,24512905612.0,2.004326,4.579075,,0.465533,LYB
LYB,2022-12-31,3M,38386596671.0,47.508164,3.761179,8.2237,27036596671.0,2.220308,6.411583,,0.514293,LYB
LYB,2023-03-08,TTM,41608585670.0,,,10.2775,30584585670.0,2.424462,7.930685,,0.609957,LYB
LYB,2023-03-09,TTM,,6.573236,0.824733,,,,,,,LYB
LYB,2023-03-31,3M,41582246947.0,36.033143,4.057992,10.2881,30558246947.0,2.422374,7.936602,,0.610412,LYB
LYB,2023-06-30,3M,40893311901.0,28.981794,3.967913,10.1833,29800311901.0,2.342608,9.906149,,0.632598,LYB
LYB,2023-09-30,3M,41282475502.0,29.635661,3.885409,9.7371,30701475502.0,2.375441,14.636785,,0.722212,LYB
MRO,2020-07-28,TTM,,,,,,,17.28125,,,MRO
MRO,2022-05-23,TTM,,5.879588,,,,,,,,MRO
MRO,2022-06-21,TTM,,,,,17621502389.0,,,,,MRO
MRO,2022-09-30,3M,17338940000.0,19.861329,8.63493,4.6838,14518940000.0,1.259013,5.350711,0.3899,2.391909,MRO
MRO,2022-12-31,3M,20063286428.0,31.796017,12.516086,5.8343,17191286428.0,1.531716,5.195777,0.3937,2.548512,MRO
MRO,2023-03-31,3M,20492120000.0,33.704145,13.077294,6.7476,14903120000.0,1.307635,4.555133,1349.0991,2.183093,MRO
MRO,2023-06-30,3M,19626120000.0,45.748531,13.225148,8.0645,13950120000.0,1.224984,5.560386,,2.072145,MRO
MRO,2023-09-30,3M,21842131984.0,34.72517,12.33322,7.5758,16202131984.0,1.403638,8.281734,1.7223,2.565784,MRO
MPC,2020-04-13,TTM,,,,196.0784,,,,15.6503,,MPC
MPC,2020-04-30,TTM,,,,,,,8.080605,,,MPC
MPC,2022-09-30,3M,61310770000.0,8.128168,1.339043,10.4822,46585770000.0,1.770918,6.878809,0.276,0.366782,MPC
MPC,2022-12-31,3M,71308434352.0,15.992024,1.791084,8.2305,54547434352.0,2.00886,5.226313,0.1954,0.370246,MPC
MPC,2023-03-31,3M,74115900000.0,19.260889,2.125858,7.1378,57976900000.0,2.091896,4.818799,,0.39206,MPC
MPC,2023-06-30,3M,64313000000.0,22.773725,1.769612,6.3654,47223000000.0,1.758247,3.578883,,0.325025,MPC
MPC,2023-09-30,3M,77623398224.0,18.992757,1.897094,9.0827,60512398224.0,2.271807,5.549688,,0.439619,MPC
MAR,2021-01-29,TTM,,,,,,,219.45283,,,MAR
MAR,2022-09-30,3M,54036702000.0,51.908455,10.170657,17.3913,44746702000.0,25.252089,26.491493,0.5805,2.577063,MAR
MAR,2022-12-31,3M,56509582979.0,53.716334,9.540703,18.7266,47129582979.0,43.504453,22.731298,0.6378,2.536863,MAR
MAR,2023-03-31,3M,61183388000.0,60.338647,10.896418,21.5054,50592388000.0,89.071106,22.933702,1.1646,2.604142,MAR
MAR,2023-06-30,3M,66160524000.0,57.43101,10.890621,22.5225,55033524000.0,393.0966,21.534584,1.1715,2.657789,MAR
MAR,2023-09-30,3M,70354972434.0,59.572373,11.868248,20.4082,58621972434.0,,22.210169,1.1833,2.699849,MAR
MMC,2022-09-30,3M,87083304324.0,85.375789,18.256458,20.0401,74128304324.0,6.932414,22.517345,2.9512,3.687423,MMC
MMC,2022-12-31,3M,94561653052.0,127.786018,18.829481,22.2717,82079653052.0,8.560078,24.772455,3.2786,4.032756,MMC
MMC,2023-03-31,3M,94439732444.0,47.963297,15.941886,22.1239,82409732444.0,7.833625,27.574503,3.359,4.059254,MMC
MMC,2023-06-30,3M,106896057536.0,62.585514,18.191977,24.7525,92921057536.0,8.299487,29.341654,2.3682,4.482447,MMC
MMC,2023-09-30,3M,107458394628.0,85.624219,19.966257,22.5225,93999394628.0,7.728244,28.920973,2.1551,4.411131,MMC
MLM,2022-09-30,3M,24684689000.0,45.976325,13.625153,20.284,20001789000.0,2.954474,25.562698,1.6612,3.405038,MLM
MLM,2022-12-31,3M,26291091851.0,95.395834,17.806361,22.0751,20984791851.0,3.026073,25.64264,1.7486,3.419017,MLM
MLM,2023-03-31,3M,27083720000.0,80.654318,20.00127,24.4499,22013720000.0,3.07004,25.916788,1.8679,3.602066,MLM
MLM,2023-06-30,3M,33735242000.0,55.168016,18.527703,30.581,28532442000.0,3.975262,29.846866,2.2109,4.584573,MLM
MLM,2023-09-30,3M,30381192531.0,42.646256,15.235541,21.1416,25369392531.0,3.41749,26.619974,1.4141,3.956755,MLM
MAS,2022-09-30,3M,13728954752.0,40.498392,6.229108,10.6383,10529954752.0,,13.078431,1.2557,1.284387,MAS
MAS,2022-12-31,3M,13665444170.0,73.867266,7.106315,12.5786,10525444170.0,,12.682065,1.6552,1.254598,MAS
MAS,2023-03-31,3M,14184401463.0,45.317577,7.167459,15.3139,11191401463.0,,13.69697,1.9273,1.328922,MAS
MAS,2023-06-30,3M,16009256634.0,39.824021,7.526684,18.3824,12906256634.0,,16.104027,2.4351,1.550169,MAS
MAS,2023-09-30,3M,14919297265.0,40.105638,7.538806,13.8504,12022297265.0,1714.224813,15.056338,1.9205,1.470476,MAS
MA,2022-07-28,TTM,,,,,342808632620.0,,,,,MA
MA,2022-07-29,TTM,,,16.780572,,,,,,,MA
MA,2022-09-30,3M,281941420000.0,83.488724,48.982179,22.4719,273819420000.0,44.371969,28.808511,1.0351,13.389123,MA
MA,2022-12-31,3M,340817407559.0,100.240414,58.589893,28.4091,334328407559.0,52.260632,34.738262,1.3063,15.702173,MA
MA,2023-03-30,TTM,,,,29.3255,,54.376296,35.152642,1.3958,15.687434,MA
MA,2023-03-31,3M,351127680000.0,110.556574,61.086931,29.6736,344512680000.0,54.701918,35.558708,1.4667,15.868647,MA
MA,2023-03-31,TTM,353032869280.0,,,,346417869280.0,,,,,MA
MA,2023-04-01,TTM,,27.254912,15.875922,,,,,,,MA
MA,2023-06-30,3M,379481900000.0,93.931163,60.533083,32.0513,370881900000.0,69.583846,39.290709,1.5831,16.628809,MA
MA,2023-09-30,3M,382137288717.0,92.684281,58.493386,27.248,373031288717.0,67.543512,37.104967,1.347,16.086466,MA
MTCH,2020-07-31,TTM,,,,,,10.969595,,,,MTCH
MTCH,2022-09-30,3M,16753878162.0,71.82922,20.6954,16.6945,13335488162.0,,132.638889,0.5155,4.456613,MTCH
MTCH,2022-12-31,3M,15068489337.0,128.613526,19.167375,18.9394,11588410337.0,,118.542857,0.6183,3.555865,MTCH
MTCH,2023-03-31,3M,13942322883.0,62.145411,17.712994,19.1939,10687714883.0,,30.712,0.7105,3.554049,MTCH
MTCH,2023-06-30,3M,14886983894.0,63.949448,17.945812,20.202,11627988894.0,,39.11215,0.7462,3.85464,MTCH
MTCH,2023-09-30,3M,13992075627.0,52.058888,15.871229,13.6799,10894048627.0,,23.887195,0.6221,3.582625,MTCH
MKC,2022-11-30,3M,27825608000.0,85.59092,16.409511,28.4091,22807708000.0,4.974231,33.273438,6.0492,3.604585,MKC
MKC,2023-02-28,3M,24955382047.0,96.763792,15.940838,28.3286,19963682047.0,4.259157,29.492063,6.0612,3.162155,MKC
MKC,2023-03-07,TTM,24339045130.0,,,27.5482,19347345130.0,4.131675,28.623016,5.8826,3.068975,MKC
MKC,2023-03-08,TTM,,20.936813,3.832619,,,,,,,MKC
MKC,2023-05-31,3M,27869341994.0,98.443455,16.796855,32.4675,23020341994.0,4.723441,34.708502,3.4918,3.62069,MKC
MKC,2023-08-31,3M,26763671165.0,87.49157,15.886313,27.4725,22027571165.0,4.461145,31.69112,2.9518,3.399215,MKC
MCD,2022-09-07,TTM,235837057171.0,,,24.5098,190124057171.0,,31.825123,3.3982,8.196925,MCD
MCD,2022-09-08,TTM,,21.817775,9.995467,,,,,,,MCD
MCD,2022-09-30,3M,214712488840.0,73.13843,36.564856,21.8818,168999488840.0,,28.416256,3.0342,7.318932,MCD
MCD,2022-12-31,3M,237475268258.0,86.254274,40.07007,25.1889,193015668258.0,,33.23203,3.1962,8.440194,MCD
MCD,2023-03-31,3M,250256754260.0,92.825206,42.432221,26.5252,204141554260.0,,33.566627,3.5054,8.940968,MCD
MCD,2023-06-30,3M,263681401711.0,81.330435,40.581978,27.7778,217470301711.0,,32.087097,3.668,9.408948,MCD
MCD,2023-09-30,3M,238831343794.0,71.061723,35.688016,21.2766,191985443794.0,,24.280184,2.1422,8.017891,MCD
MCK,2021-01-22,TTM,,,,,,5.043468,14.375291,,,MCK
MCK,2022-09-30,3M,53390350047.0,36.820931,0.761012,14.245,48191350047.0,,36.079618,0.781,0.191239,MCK
MCK,2022-12-31,3M,57485570217.0,34.525868,0.815514,14.245,53189570217.0,,26.510247,0.4573,0.204296,MCK
MCK,2023-03-31,3M,53823800000.0,45.924744,0.781074,13.4048,48422800000.0,,16.355076,0.4304,0.18852,MCK
MCK,2023-06-30,3M,60262135997.0,46.462711,0.809072,16.0,57645135997.0,,17.058283,3.4629,0.219592,MCK
MCK,2023-09-30,3M,63449299943.0,64.942989,0.821722,16.4745,58662299943.0,,16.213647,2.5051,0.214141,MCK
MDT,2022-10-31,3M,130512176802.0,59.758323,17.206615,15.5521,116175176802.0,2.205634,22.568475,2.6011,3.783492,MDT
MDT,2023-01-31,3M,126526191459.0,56.968119,16.374556,15.2207,111339191459.0,2.146091,25.990683,2.2397,3.640621,MDT
MDT,2023-03-31,TTM,124249759338.0,,,15.0376,107258759338.0,2.085083,26.519737,2.2119,3.499206,MDT
MDT,2023-04-02,TTM,,14.260273,4.037885,,,,,,,MDT
MDT,2023-04-30,3M,138028081824.0,57.107191,16.154972,17.1527,121037081824.0,2.35293,29.917763,2.5212,3.947566,MDT
MDT,2023-07-31,3M,133169531159.0,66.056315,17.290253,17.3611,116764531159.0,2.268021,31.120567,1.7608,3.745686,MDT
MDT,2023-10-31,3M,110988458789.0,51.264877,13.90136,13.8313,93882458789.0,1.83443,26.0369,1.4018,2.979594,MDT
MRK,2022-09-30,3M,239711961321.0,58.380897,16.024598,11.4811,218176961321.0,5.045371,13.148092,1.103,3.821764,MRK
MRK,2022-12-31,3M,300472183315.0,86.169252,21.726116,14.7059,281302183315.0,6.333453,18.399668,1.3544,4.776246,MRK
MRK,2023-03-30,TTM,,,,15.3846,,5.846529,18.549912,2.1227,4.541751,MRK
MRK,2023-03-31,3M,287458551473.0,75.527733,19.842518,15.456,269959551473.0,5.869834,18.632224,2.1321,4.561904,MRK
MRK,2023-03-31,TTM,287579852564.0,,,,270080852564.0,,,,,MRK
MRK,2023-04-01,TTM,,13.4919,4.850967,,,,,,,MRK
MRK,2023-06-30,3M,313383307175.0,-62.526598,20.843585,16.5563,293024307175.0,6.256658,22.537109,1.1509,5.075692,MRK
MRK,2023-09-30,3M,291770804348.0,49.688488,18.279088,12.21,261237804348.0,6.745626,84.385246,0.8602,4.488868,MRK
META,2022-09-30,3M,337165200000.0,43.011251,12.16588,11.3122,361587200000.0,2.875056,11.250415,1.6028,3.162193,META
META,2022-12-31,3M,299679188423.0,34.151474,9.316934,15.0376,315555188423.0,2.534923,11.482824,2.6517,2.792124,META
META,2023-03-31,3M,529691040000.0,54.321715,18.491571,21.0084,543838040000.0,4.326029,24.672875,2.0339,4.910958,META
META,2023-06-30,3M,728535540000.0,60.635501,22.767447,23.8095,738399540000.0,5.9169,35.561338,0.9934,6.518716,META
META,2023-09-30,3M,755260775787.0,44.380114,22.118572,18.1818,772488775787.0,5.758581,34.98951,0.724,6.574605,META
MTD,2022-09-30,3M,25988159178.0,81.526109,26.361277,24.6914,24169576178.0,3328.225858,30.581664,1.8384,6.484524,MTD
MTD,2022-12-31,3M,34081891490.0,92.077385,32.223102,34.2466,32225135490.0,,39.60137,2.7867,8.496858,MTD
MTD,2023-03-31,3M,35614144148.0,129.696515,38.346815,34.8432,33695576148.0,1359.076197,39.838844,3.1294,8.868963,MTD
MTD,2023-06-30,3M,30712594881.0,98.15843,31.271829,29.9401,28678769881.0,,33.349606,2.6951,7.477295,MTD
MTD,2023-09-30,3M,26297001881.0,87.093469,27.902453,23.5294,24227748881.0,,27.897029,2.1992,6.258841,MTD
MGM,2021-02-10,TTM,,,,,,,13.408088,,,MGM
MGM,2022-09-30,3M,39262903839.0,114.057437,11.493582,24.6914,11553974839.0,2.015144,4.251788,,1.147001,MGM
MGM,2022-12-31,3M,41286901524.0,27.078847,11.493435,46.9484,12876200524.0,2.625283,11.066007,,1.155097,MGM
MGM,2023-03-31,3M,44395943552.0,45.32682,11.462058,79.3651,16312846552.0,3.376332,12.727794,,1.397461,MGM
MGM,2023-06-30,3M,43012510627.0,71.911282,10.910769,40.8163,15494532627.0,3.201576,9.169102,,1.231891,MGM
MGM,2023-09-30,3M,40901283808.0,76.12062,10.294337,25.3807,12898686808.0,2.920784,28.944882,,0.946458,MGM
MCHP,2022-09-30,3M,40784530106.0,40.71125,19.67226,10.7066,33567030106.0,5.615188,22.4375,1.0815,4.779137,MCHP
MCHP,2022-12-31,3M,45666911877.0,46.338825,21.052421,12.1065,38638111877.0,6.305384,21.417683,1.5121,5.178736,MCHP
MCHP,2023-03-31,3M,52032123216.0,51.137222,23.304574,12.7551,45698623216.0,7.240418,22.643243,1.2886,5.82933,MCHP
MCHP,2023-06-30,3M,55132879924.0,49.39337,24.090221,13.947,48766879924.0,7.486932,22.28607,2.83,5.916611,MCHP
MCHP,2023-09-30,3M,48276691022.0,43.983866,21.41538,12.7551,42485291022.0,6.18162,18.025404,2.8359,4.940857,MCHP
MU,2022-11-30,3M,61074973667.0,34.00611,14.951034,161.2903,62889973667.0,1.260143,7.43871,,2.102975,MU
MU,2023-02-28,3M,63400828236.0,-264.170118,17.167839,,63091828236.0,1.279597,10.455696,,2.367648,MU
MU,2023-03-07,TTM,60934769229.0,,,,60625769229.0,1.229582,10.047016,,2.275104,MU
MU,2023-03-08,TTM,,4.221321,2.243879,,,,,,,MU
MU,2023-05-31,3M,76703694942.0,238.210233,20.443415,50.5051,74637694942.0,1.5794,48.368794,,3.260222,MU
MU,2023-08-31,3M,80290120000.0,132.056118,20.022474,588.2353,76794120000.0,1.691314,,,4.217067,MU
MSFT,2022-09-02,TTM,1866188792744.0,,,25.3807,1909667792744.0,11.466584,26.534715,1.9007,9.737693,MSFT
MSFT,2022-09-05,TTM,,18.617392,9.412361,,,,,,,MSFT
MSFT,2022-09-30,3M,1693256300000.0,68.106198,33.782696,23.0947,1736735300000.0,10.428212,24.134715,1.7271,8.856943,MSFT
MSFT,2022-12-31,3M,1740769749394.0,72.390309,33.002251,25.1889,1787731749394.0,10.289685,25.814855,2.1209,8.880101,MSFT
MSFT,2023-03-31,3M,2104706100000.0,81.259646,39.818872,26.6667,2144087100000.0,11.707622,32.033333,2.1666,10.59297,MSFT
MSFT,2023-06-30,3M,2486996280000.0,88.417103,44.261266,30.8642,2530893280000.0,13.000073,36.894908,2.5078,12.272931,MSFT
MSFT,2023-09-30,3M,2294425410687.0,72.310917,40.597084,28.6533,2345716410687.0,11.37466,32.618802,2.3316,11.133162,MSFT
MAA,2022-09-30,3M,22360160367.0,137.395528,42.935657,17.331,17902405367.0,2.980918,30.465619,,9.794069,MAA
MAA,2022-12-31,3M,22608901055.0,95.754985,42.822727,23.5849,18128737055.0,3.027658,28.964945,,9.574561,MAA
MAA,2023-03-31,3M,21987631186.0,123.934025,41.561927,32.7869,17611378186.0,2.922686,27.562044,,8.642977,MAA
MAA,2023-06-30,3M,21971812056.0,116.339767,41.057603,32.7869,17718564056.0,2.856475,26.688928,,8.480425,MAA
MAA,2023-09-30,3M,19256738675.0,128.612332,35.526285,25.7732,15010491675.0,2.427868,25.126953,,7.0654,MAA
MHK,2022-09-08,TTM,9531347134.0,,,,7051611134.0,,,,,MHK
MHK,2022-09-09,TTM,,,,7.326,,0.839693,7.61353,,0.641391,MHK
MHK,2022-09-12,TTM,,5.080586,0.811413,,,,,,,MHK
MHK,2022-09-30,3M,8273378844.0,-16.40414,2.835739,5.8754,5793642844.0,0.673631,6.107837,,0.514546,MHK
MHK,2022-12-31,3M,9032728751.0,42.995796,3.407709,9.1158,6494448751.0,0.830624,37.859259,,0.559326,MHK
MHK,2023-03-31,3M,8934881509.0,70.711969,3.183953,11.4811,6381968509.0,0.7966,256.974359,,0.544995,MHK
MHK,2023-06-30,3M,9578550504.0,63.505185,3.246495,11.7925,6569186504.0,0.811063,,,0.568705,MHK
MHK,2023-09-30,3M,8361705806.0,-11.53035,3.022828,8.1169,5464565806.0,0.665915,,,0.481777,MHK
MOH,2022-09-30,3M,13642720000.0,35.901895,1.721045,16.835,19130720000.0,6.759972,25.708496,,0.639022,MOH
MOH,2022-12-31,3M,13795848000.0,90.762158,1.677715,16.835,19284848000.0,6.298178,23.060056,,0.620222,MOH
MOH,2023-03-31,3M,10400420000.0,20.842525,1.276282,13.5135,15514420000.0,5.234285,19.740959,,0.489403,MOH
MOH,2023-06-30,3M,11488920000.0,23.688495,1.379719,14.881,17471920000.0,5.313844,20.520436,,0.543066,MOH
MOH,2023-09-30,3M,12700987000.0,31.673284,1.485843,14.2653,19115987000.0,5.279201,20.765674,,0.584908,MOH
