,maxAge,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,financialCurrency,Ticker,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,earningsGrowth
0,86400,441.14,buy,1257472000.0,16.132,1328779008,3089246976.0,0.734,0.857,5825554944,545.189,73.549,0.106929995,3.7098901,3782075000.0,963688512.0,1134515968.0,0.058,0.68264997,0.22809,0.17688,0.15975,USD,IT,500.0,385.0,427.89,412.0,2.3,9.0,0.041
0,86400,69.41,buy,2408000000.0,5.289,3507000064,10625000448.0,0.854,1.252,19284000768,145.488,42.362,0.061680004,0.14512,7179000000.0,2439124992.0,2092999936.0,0.054,0.39918998,0.18186001,0.15222,0.08914,USD,GEHC,97.0,66.0,82.88,83.0,2.2,12.0,-0.232
0,86400,22.34,buy,629000000.0,0.982,1824999936,9557999616.0,0.366,0.437,3776999936,395.94,5.879,0.060149997,0.68969,,918625024.0,981000000.0,0.267,0.80752,0.48319,0.38608003,0.37543,USD,GEN,27.0,22.0,25.33,26.5,2.0,6.0,0.967
0,86400,122.3,buy,161524992.0,2.629,507715008,1644414976.0,0.834,2.408,4008229120,69.322,64.993,0.04131,0.08128,1522004000.0,92213504.0,305592000.0,-0.016,0.32929,0.12667,0.09786,0.04716,USD,GNRC,175.0,78.0,136.48,135.0,2.2,23.0,0.169
0,86400,249.69,buy,1352000000.0,4.963,4816000000,10997000192.0,0.81,1.427,41455001600,55.103,151.612,0.04701,0.17559999,6622000000.0,1786749952.0,4177999872.0,0.06,0.15873,0.11617,0.08788,0.07965,USD,GD,325.0,235.0,272.0,270.0,2.0,20.0,-0.067
0,86400,122.5,buy,18080999424.0,16.613,12026000384,22788999168.0,0.709,1.172,83812999168,76.391,76.893,0.03429,0.35015,18536000000.0,7318624768.0,6536999936.0,0.199,0.25417,0.14349,0.10504,0.11897001,USD,GE,131.2,73.65,111.69,117.2,2.0,16.0,1.939
0,86400,64.13,hold,490900000.0,0.845,3967000064,12282399744.0,0.323,0.723,20281300992,116.804,34.298,0.06843,0.23115999,6545800000.0,1516962560.0,2767899904.0,0.04,0.33902,0.19559999,0.19332,0.120670006,USD,GIS,77.0,58.0,69.88,72.0,3.0,17.0,-0.156
0,86400,32.36,buy,30774999040.0,22.472,16680999936,122002997248.0,0.878,1.144,171971002368,154.97,123.565,0.02466,0.13272001,21154000000.0,11004874752.0,22897000448.0,0.054,0.12309,0.096999995,0.07095,0.05829,USD,GM,87.22,24.79,42.61,36.72,2.1,23.0,-0.022
0,86400,134.7,buy,654636992.0,4.669,2044761984,4236934912.0,0.497,1.158,23028375552,100.849,163.684,0.06343,0.31768999,7740104000.0,752506752.0,1304825984.0,0.026,0.35743,0.08879,0.08203,0.05435,USD,GPC,192.0,140.0,153.64,150.0,2.5,11.0,0.132
0,86400,77.65,buy,7974000128.0,6.399,11738000384,24981999616.0,1.069,1.338,27391000576,112.319,21.904,0.0921,0.26924,21624000000.0,9216374784.0,8403999744.0,0.001,0.78810996,0.42853,0.38511002,0.21451999,USD,GILD,116.0,71.0,89.76,90.0,2.5,25.0,0.218
0,86400,119.79,buy,1941777024.0,7.457,3828989952,17361340416.0,0.485,1.09,9473591296,74.969,36.152,0.028269999,0.03975,5228998000.0,2321894144.0,2300823040.0,0.083,0.60933,0.40418,0.2573,0.09228,USD,GPN,180.0,90.0,142.24,146.0,1.8,33.0,0.324
0,86400,37.71,buy,2036000000.0,2.275,4909000192,8899999744.0,1.321,2.141,22861000704,96.855,25.352,0.104540005,0.31603,3243000000.0,1324625024.0,3211000064.0,0.083,0.1835,0.21473,0.17867,0.11517,USD,HAL,56.0,32.0,48.82,50.0,1.7,28.0,0.319
0,86400,48.46,buy,184400000.0,1.329,927500032,3861100032.0,0.636,1.601,5392900096,173.673,38.924,0.04991,-0.21278,2915700000.0,454150016.0,445600000.0,-0.103,0.50571996,0.17198999,0.20188,-0.1033,USD,HAS,78.0,48.0,60.5,60.0,1.9,12.0,
0,86400,252.36,buy,994000000.0,3.714,12277000192,41122000896.0,0.82,1.152,63161999360,11518.768,229.023,0.10888,,23177000000.0,2384875008.0,9283999744.0,0.083,0.38699,0.19437,0.12903,0.090500005,USD,HCA,315.0,250.0,281.75,280.0,1.7,20.0,0.0
0,86400,18.2,buy,102158000.0,0.187,1085191936,6869174784.0,0.41,1.135,2151819008,97.673,3.95,0.01465,0.038039997,1194700000.0,1058609728.0,931948992.0,0.069,0.57913,0.50431,0.20822,0.112270005,USD,PEAK,26.0,16.0,20.86,21.0,2.3,11.0,-0.82
0,86400,69.54,hold,166000000.0,1.278,1072000000,2287000064.0,0.831,1.965,12693000192,44.834,96.391,0.057239998,0.09486,3831000000.0,477624992.0,786000000.0,0.031,0.31001,0.08446,0.06673,0.03506,USD,HSIC,82.0,65.0,73.55,75.0,2.8,11.0,-0.037
0,86400,190.98,hold,471252000.0,2.304,3000161024,5232045056.0,0.545,1.086,11160218624,131.868,54.47,0.14259,0.54152,4498547000.0,1200154624.0,2333184000.0,0.111,0.44979,0.26883,0.24229999,0.17106001,USD,HSY,250.0,180.0,215.81,213.0,2.6,21.0,0.299
0,86400,141.07,hold,2018000000.0,6.598,5072000000,9303000064.0,1.161,1.307,10224000000,100.043,33.42,0.085039996,0.20774001,7741000000.0,392124992.0,3849999872.0,-0.102,0.73914003,0.49609002,0.3326,0.14339,USD,HES,210.0,150.0,171.88,166.0,2.6,17.0,-0.018
0,86400,16.89,hold,4270000128.0,3.328,5096999936,12355000320.0,0.516,0.866,29134999552,58.174,22.429,0.027139999,0.09843001,9506000000.0,2335124992.0,4428000256.0,-0.066,0.35099,0.17493999,0.07768,0.0695,USD,HPE,21.0,15.0,17.85,18.0,2.6,17.0,
0,86400,170.84,buy,698000000.0,2.722,2496000000,9523000320.0,0.588,0.698,4332000256,,16.332,0.095369995,,2737000000.0,1445874944.0,1963000064.0,0.14,0.73614997,0.57618,0.55698,0.30517,USD,HLT,191.0,145.0,169.5,170.0,2.3,18.0,0.143
0,86400,71.15,buy,2738700032.0,11.411,1281699968,2904100096.0,2.787,3.466,4030400000,57.886,16.332,0.06578,0.09219,3310500000.0,827600000.0,1051200000.0,-0.008,0.61567,0.31801,0.21802999,0.11314,USD,HOLX,95.0,72.0,81.8,82.0,2.4,15.0,-0.243
0,86400,319.62,buy,2058000000.0,2.068,25472000000,49254998016.0,0.254,1.302,153713999872,3444.406,152.873,0.18284,11.5132,52778000000.0,14708625408.0,21033000960.0,-0.03,0.33424,0.16570999,0.14336,0.10216,USD,HD,375.0,245.0,326.91,330.0,2.3,33.0,-0.101
0,86400,197.78,buy,7934000128.0,12.035,8712999936,21301000192.0,0.926,1.354,36408000512,119.79,54.624,0.07751,0.3015,11641000000.0,4130125056.0,4751000064.0,0.029,0.33968,0.23932,0.22579001,0.1487,USD,HON,265.0,175.0,210.86,210.0,2.2,21.0,-0.004
0,86400,31.32,hold,753196032.0,1.378,1310984960,3309248000.0,0.683,1.426,12110010368,42.761,22.162,0.04941,0.10379,2164686000.0,611046016.0,1047846976.0,-0.026,0.16514,0.108260006,0.09314,0.06553,USD,HRL,33.0,26.0,30.14,31.0,3.4,7.0,-0.297
0,86400,17.72,buy,916000000.0,1.298,1464999936,4776999936.0,4.36,4.382,5257999872,67.942,7.382,0.04027,0.109469995,1530000000.0,1193874944.0,1494000000.0,0.019,0.29954,0.27862,0.084300004,0.14359,USD,HST,24.0,15.0,20.05,20.5,2.1,20.0,-0.019
0,86400,52.9,buy,424000000.0,1.03,1398000000,3908999936.0,0.792,2.14,6422000128,100.956,15.578,0.0701,0.17915002,1596000000.0,456000000.0,898000000.0,0.157,0.27624,0.21768999,0.18396,0.099659994,USD,HWM,61.0,47.0,56.39,56.5,2.0,18.0,1.368
0,86400,29.5,hold,3235000064.0,3.255,5072999936,9484000256.0,0.305,0.734,53717999616,,54.151,0.06983,,12335000000.0,3632999936.0,3571000064.0,-0.066,0.21423,0.094440006,0.08387999,0.060739998,USD,HPQ,33.97,20.2,28.07,28.0,2.6,14.0,
0,86400,303.48,buy,590700032.0,11.016,1132199936,1580899968.0,1.347,2.164,5246700032,57.477,97.978,0.111169994,0.28244,1481500000.0,499075008.0,774800000.0,0.045,0.34385,0.21579,0.20163,0.13216,USD,HUBB,375.0,275.0,330.0,330.0,2.5,7.0,0.438
0,86400,238.74,hold,109000000.0,2.744,1080000000,2680000000.0,0.812,0.918,11089000448,71.792,277.052,0.042729996,0.15632,1440000000.0,814625024.0,1009000000.0,0.072,0.13473,0.09739,0.07102,0.0478,USD,HII,300.0,195.0,250.58,251.0,2.6,12.0,0.076
0,86400,160.55,buy,10977999872.0,12.023,13662999552,58524999680.0,0.736,0.905,61170999296,252.742,67.295,0.04547,0.32783002,32688000000.0,10812375040.0,13432999936.0,0.046,0.55035996,0.22336,0.14507,0.11319,USD,IBM,164.34,100.99,133.85,133.12,2.5,14.0,
0,86400,203.04,buy,587299968.0,7.766,922099968,1439399936.0,2.088,3.114,3295699968,42.495,43.623,0.091850005,0.19945998,1435400000.0,495437504.0,683000000.0,-0.037,0.44455,0.27979,0.23569,0.18737,USD,IEX,250.0,190.0,220.42,215.5,2.1,12.0,0.165
0,86400,482.6,buy,331696000.0,3.994,1192243968,1140573056.0,0.88,1.427,3587919872,87.912,43.215,0.23539,0.92785,2004338000.0,586355264.0,830086976.0,0.088,0.59888,0.33229,0.30068,0.22930999,USD,IDXX,600.0,440.0,515.25,512.5,2.4,8.0,0.177
0,86400,245.24,hold,990000000.0,3.29,4469000192,8065999872.0,1.043,1.579,16094999552,268.509,52.909,0.16631001,1.0458599,6503000000.0,2524750080.0,3311000064.0,0.005,0.42137,0.27766,0.26768,0.19553,USD,ITW,260.0,185.0,232.33,236.0,3.1,15.0,0.085
0,86400,109.79,hold,933000000.0,5.875,317000000,2272000000.0,1.108,1.691,4464999936,38.522,28.304,-0.0065499996,-0.17816,3145000000.0,393500000.0,401000000.0,0.004,0.65778,0.071,0.012510001,-0.25195998,USD,ILMN,260.0,50.0,131.5,122.5,2.8,18.0,
0,86400,72.24,buy,1225699968.0,3.028,1614700032,2793299968.0,1.51,2.256,6678400000,29.037,16.496,0.04971,0.082200006,2325600000.0,898287488.0,1150700032.0,0.147,0.41257998,0.24178,0.19058001,0.11474,USD,IR,85.0,72.0,78.18,78.0,1.9,11.0,0.452
0,86400,192.19,buy,685400000.0,9.816,157700000,1476000000.0,2.117,3.259,1556999936,242.963,22.353,0.023599999,0.23177,805600000.0,-128100000.0,151200000.0,0.27,0.62203,0.101280004,0.12226,0.07707,USD,PODD,270.0,163.0,214.94,217.0,2.0,18.0,
0,86400,43.74,hold,25030000640.0,5.937,8294000128,48882999296.0,0.981,1.531,52864000000,46.253,12.692,-0.00716,-0.01601,26866000000.0,-4475250176.0,14549999616.0,-0.077,0.38143003,0.15689,0.05707,-0.0311,USD,INTC,51.41,15.61,34.01,34.89,2.9,36.0,-0.717
0,86400,114.24,buy,837000000.0,1.462,4696000000,23605000192.0,0.026,1.001,7554999808,92.525,13.479,0.0138,0.10381,7292000000.0,7456374784.0,3664999936.0,0.106,1.0,0.62158,0.49925,0.32032,USD,ICE,154.0,114.0,131.38,132.0,1.9,13.0,
0,86400,76.78,buy,629000000.0,2.464,1747000064,11038000128.0,0.711,1.735,11619999744,64.667,45.569,0.01122,0.0012899999,4151000000.0,387624992.0,1003000000.0,-0.079,0.31756002,0.15034,0.055320002,0.00155,USD,IFF,91.0,60.0,77.17,77.75,2.5,20.0,
0,86400,37.19,hold,1148999936.0,3.321,2343000064,6136999936.0,1.156,1.747,19448000512,69.095,55.757,0.03457,0.08242,6018000000.0,528249984.0,2102000000.0,-0.146,0.27936,0.12048,0.06287,0.01306,USD,IP,41.0,30.0,35.33,35.0,2.7,6.0,-0.821
0,86400,31.31,buy,1676700032.0,4.378,1696400000,4692899840.0,0.978,1.038,9364899840,124.226,24.279,0.052550003,0.26295,2125900000.0,616750016.0,927500032.0,0.006,0.21819,0.18114,0.16223,0.09956,USD,IPG,40.0,29.0,33.73,33.0,2.4,11.0,-0.016
0,86400,574.32,buy,,,4000000000,,0.532,1.247,14748999680,,52.534,0.07585,0.15639,11388000000.0,4290500096.0,4621000192.0,0.41,0.79205,0.2712,0.15697,0.17527,USD,INTU,670.0,470.0,601.38,615.0,1.9,24.0,-0.185
0,86400,14.86,hold,1241500032.0,2.762,1237100032,1489100032.0,0.932,5.668,5746400256,8.975,12.598,0.0224,0.04833,1897800000.0,575249984.0,1050000000.0,-0.003,0.28719,0.21528,0.14182,0.145,USD,IVZ,17.0,13.0,14.73,14.0,2.8,13.0,-0.253
0,86400,34.03,buy,896654976.0,1.465,1342328064,8562506752.0,2.583,3.642,2372969984,83.378,3.879,0.02221,0.04773,1354228000.0,939844608.0,1139185024.0,0.079,0.59766,0.56567,0.27234,0.2067,USD,INVH,41.0,33.0,36.22,36.0,2.3,18.0,0.623
0,86400,216.91,buy,1332000000.0,7.299,2715000064,13848000512.0,0.699,0.79,14855000064,238.553,80.439,0.049000002,0.20014,5028000000.0,1308125056.0,1962000000.0,0.049,0.34877,0.18277,0.13678001,0.07513,USD,IQV,265.0,190.0,225.37,225.0,1.9,19.0,0.094
0,86400,65.49,buy,170502000.0,0.584,1791604992,14411665408.0,0.672,0.812,5339509248,3383.806,18.307,0.041279998,0.5386,2914454000.0,21919624.0,1033713984.0,0.079,0.56991,0.33554,0.20327999,0.0521,USD,IRM,73.0,44.0,65.13,67.0,2.2,8.0,-0.53
0,86400,189.8,buy,75198000.0,0.729,1786969984,1833810048.0,0.812,1.107,13175586816,45.639,127.221,0.08478,0.20631,2577787000.0,-380508512.0,1951088000.0,-0.176,0.18443,0.13563,0.0764,0.0589,USD,JBHT,220.0,165.0,198.55,200.0,2.1,22.0,-0.3
0,86400,160.79,buy,31467000.0,0.432,543806016,292555008.0,0.74,1.197,2119868032,17.624,29.075,0.11121,0.23183,858640000.0,218314880.0,401867008.0,0.08,0.41326,0.25653,0.23225,0.17066,USD,JKHY,185.0,143.0,164.23,164.0,2.5,13.0,-0.048
0,86400,129.56,buy,926582016.0,7.352,1473465984,3570208000.0,1.311,1.37,16352413696,49.36,129.159,0.05046,0.103149995,3328324000.0,854267648.0,974763008.0,0.105,0.21402,0.09011,0.08596,0.040710002,USD,J,176.0,137.0,153.08,150.5,1.8,12.0,-0.291
0,86400,158.38,buy,23510999040.0,9.767,35014000640,29920999424.0,0.863,1.21,98656002048,42.007,38.161,0.101110004,0.1919,63954000000.0,21167624192.0,20277999616.0,0.068,0.67557997,0.35491002,0.30074,0.35096002,USD,JNJ,197.39,142.31,160.19,157.91,2.4,21.0,5.092
0,86400,53.89,buy,1057000000.0,1.554,3600000000,11196000256.0,0.684,1.079,26612000768,64.113,38.769,0.04086,0.13067001,8343000000.0,1316375040.0,2010000000.0,0.078,0.34037,0.13528,0.12281,0.07745,USD,JCI,78.0,58.0,69.28,71.5,2.0,18.0,1.794
0,86400,28.57,hold,1377100032.0,4.319,824000000,1780700032.0,1.035,1.731,5648500224,41.113,17.598,0.04246,0.08451,2958300000.0,636625024.0,983299968.0,-0.012,0.57036,0.14588,0.10738,0.06485,USD,JNPR,36.0,27.0,31.63,32.0,2.6,16.0,-0.356
0,86400,52.88,hold,1131000064.0,3.302,2104000000,7776999936.0,0.461,0.764,15866000384,181.833,46.238,0.054330003,0.18502001,4625000000.0,867124992.0,1871000064.0,-0.002,0.31829,0.13261,0.14344,0.052059997,USD,K,70.0,52.0,56.75,55.5,2.9,16.0,-0.133
0,86400,20.69,buy,1062000000.0,0.555,3695000064,8350000128.0,0.614,1.142,15544999936,76.655,8.118,0.07241,0.115430005,8340000000.0,2689999872.0,2862000128.0,0.033,0.55973,0.2377,0.21507,0.11071,USD,KVUE,27.0,20.0,23.67,24.5,2.3,12.0,-0.328
0,86400,32.17,buy,260000000.0,0.186,3929999872,14677999616.0,0.189,0.386,14750000128,57.869,10.5,0.03892,0.07692,7332000000.0,1083250048.0,1771000064.0,0.051,0.53498,0.26644,0.23679,0.13159001,USD,KDP,42.0,27.0,35.65,37.0,2.2,17.0,1.911
0,86400,137.88,buy,2472000000.0,14.158,1570000000,2026000000.0,1.646,2.347,5464000000,43.532,30.697,0.101160005,0.23982,3450000000.0,849000000.0,1408000000.0,-0.091,0.64641,0.28734,0.24180001,0.19344999,USD,KEYS,208.0,134.0,162.2,160.0,2.0,15.0,-0.234
0,86400,124.04,hold,814000000.0,2.409,3703000064,8300000256.0,0.456,0.838,20425000960,988.095,60.456,0.10543,2.48349,6219000000.0,2099500032.0,3318000128.0,0.016,0.3389,0.18129998,0.15394,0.08627,USD,KMB,153.0,111.0,130.88,128.0,3.0,17.0,0.254
0,86400,20.05,buy,424262016.0,0.684,1074056960,7238834176.0,2.67,2.71,1771630976,73.751,2.873,0.020469999,0.04848,1196777000.0,981549504.0,1036766976.0,0.029,0.68693,0.60625,0.35277,0.26238,USD,KIM,26.0,20.0,21.93,21.75,2.2,17.0,1.25
0,86400,17.75,hold,88000000.0,0.04,6434999808,31441999872.0,0.254,0.389,15875000320,99.56,7.087,0.03824,0.08039,7290000000.0,2185125120.0,5573000192.0,-0.245,0.4766,0.40535,0.23931,0.1554,USD,KMI,23.0,17.0,20.47,20.0,2.6,17.0,-0.067
0,86400,549.0,buy,3349320960.0,24.64,4195868928,6065927168.0,1.329,2.208,10168588288,202.859,73.617,0.17334,1.21857,,2735217920.0,3542000128.0,-0.12,0.59444,0.41263,0.37514,0.30512,USD,KLAC,600.0,425.0,544.47,550.0,2.2,19.0,-0.249
0,86400,35.52,buy,1052000000.0,0.858,6487000064,19918000128.0,0.404,1.004,27160999936,40.273,22.127,0.03847,0.06086,8235000000.0,2426125056.0,3572000000.0,0.01,0.33243,0.23884001,0.21080999,0.110010006,USD,KHC,41.31,26.62,34.25,33.51,2.5,20.0,-0.4
0,86400,194.69,buy,499000000.0,2.633,2784000000,14272000000.0,0.637,0.884,18656999424,76.256,98.272,0.02853,0.08015,4927000000.0,1983624960.0,2088999936.0,0.158,0.26639,0.14922,0.11333,0.07959,USD,LHX,338.0,162.0,221.86,216.0,2.3,21.0,
0,86400,218.97,buy,727900032.0,8.574,2127800064,6424800256.0,0.963,1.363,15070900224,81.404,171.066,0.05333,0.095690005,4385100000.0,1365750016.0,1506700032.0,0.066,0.26659,0.14119,0.08833,0.043870002,USD,LH,270.0,210.0,241.54,240.0,2.1,13.0,-0.459
0,86400,722.08,buy,5156706816.0,39.128,4987486208,4984321024.0,1.876,3.059,15836456960,61.938,117.835,0.15534,0.5139,,3575032576.0,4940512768.0,-0.314,0.45344,0.31494,0.29666,0.25084,USD,LRCX,825.0,550.0,705.67,701.25,2.1,26.0,-0.359
0,86400,100.92,buy,163300000.0,1.127,1272899968,3473299968.0,0.692,1.436,5890299904,231.091,40.644,0.118030004,1.00527,,-154900000.0,904200000.0,0.479,0.28611,0.2161,0.19414,0.17177,USD,LW,132.0,112.0,124.5,126.0,1.7,8.0,0.0
0,86400,46.8,buy,5574000128.0,7.292,2591000064,14394000384.0,1.454,1.505,8574000128,323.315,11.223,0.04186,0.16835,2585000000.0,802374976.0,2116999936.0,1.781,0.59167,0.30219,0.24757999,0.07814,USD,LVS,79.0,54.0,66.59,65.0,2.0,13.0,
0,86400,108.94,buy,750000000.0,5.454,1572000000,5212000256.0,1.053,1.313,15155000320,124.007,110.62,0.059949998,0.03788,2084000000.0,569249984.0,980000000.0,0.087,0.14319,0.10373,0.08875,0.0097,USD,LDOS,136.0,100.0,118.5,123.0,1.9,12.0,
0,86400,131.58,buy,3921864960.0,13.792,5520505856,4623764992.0,2.173,11.685,33439549440,17.93,117.209,0.09292,0.16101,7202144000.0,4443096576.0,5304757248.0,-0.023,0.23764999,0.16509001,0.17566,0.11662,USD,LEN,161.0,112.0,138.06,138.5,2.3,18.0,-0.231
0,86400,411.7,buy,3894000128.0,8.031,11793999872,18002999296.0,0.617,0.829,32451000320,44.741,66.15,0.06549,0.15474,13914000000.0,3832875008.0,8673000448.0,-0.073,0.4611,0.36344,0.25653,0.1844,USD,LIN,480.0,347.0,428.38,430.0,2.0,25.0,0.256
0,86400,84.25,buy,5948511232.0,26.06,1591713024,8420724224.0,0.966,1.143,21200869376,495.122,92.949,0.03858,0.55486,4343730000.0,1303337984.0,1666146944.0,0.325,0.24991,0.07508,0.075679995,0.02693,USD,LYV,128.0,85.0,110.61,111.0,2.0,18.0,0.281
0,86400,45.49,buy,401000000.0,1.499,1722000000,5690999808.0,0.478,1.485,13365999616,94.897,49.938,0.06689,0.16870001,5223000000.0,504875008.0,1384000000.0,0.149,0.40394002,0.12883,0.09389,0.0713,USD,LKQ,68.0,55.0,62.75,64.0,1.7,8.0,-0.189
0,86400,449.41,hold,3551000064.0,14.313,10261999616,17389000704.0,1.138,1.356,67688001536,187.503,267.172,0.104270004,0.65593004,8387000000.0,4595874816.0,7482999808.0,0.018,0.12685001,0.15161,0.12744,0.102910005,USD,LMT,504.95,334.19,444.45,441.15,2.7,20.0,0.003
0,86400,203.92,buy,1210000000.0,2.104,13436999680,40144998400.0,0.073,1.21,90220003328,,153.11,0.16115999,,32257000000.0,4418250240.0,7482999808.0,-0.128,0.33334,0.14894,0.1317,0.08495,USD,LOW,290.0,165.0,223.0,216.0,2.2,31.0,11.441
0,86400,95.5,hold,2900999936.0,8.944,4857999872,12760999936.0,0.963,1.89,41384001536,95.71,127.14,0.061389998,0.17839001,6604000000.0,1645874944.0,5041999872.0,-0.133,0.1237,0.11739001,0.09751,0.05514,USD,LYB,116.0,85.0,101.33,101.0,2.6,21.0,0.309
0,86400,25.44,buy,184000000.0,0.314,4368000000,5843999744.0,0.557,0.636,6454000128,52.058,10.401,0.074149996,0.15009,6152000000.0,1255124992.0,4134000128.0,-0.12,0.77796996,0.67679,0.35814998,0.26061,USD,MRO,45.0,26.5,33.72,34.0,2.1,23.0,-0.385
0,86400,151.42,buy,13056000000.0,34.385,19355000832,28583000064.0,1.174,1.669,152728993792,87.149,355.597,0.111870006,0.38646,26565000000.0,12160249856.0,17376000000.0,-0.103,0.15170999,0.12673001,0.10781,0.07563,USD,MPC,191.0,141.0,164.2,160.0,2.1,15.0,-0.086
0,86400,209.28,hold,717000000.0,2.441,4426999808,12734000128.0,0.445,0.48,6126000128,,19.95,0.10379,14.46766,4282000000.0,2176875008.0,2860000000.0,0.112,0.8113,0.72266,0.71502995,0.4747,USD,MAR,233.0,160.0,209.61,211.0,2.7,18.0,0.294
0,86400,197.4,hold,2900999936.0,5.884,5936000000,15594999808.0,0.476,1.081,22204000256,134.602,44.97,0.08134,0.32819998,8884000000.0,3334125056.0,3976999936.0,0.128,0.43326,0.26734,0.19658001,0.15609999,USD,MMC,226.0,192.0,206.59,205.0,2.6,17.0,0.361
0,86400,467.35,buy,647600000.0,10.478,2022800000,4725700096.0,1.499,2.469,6215300096,60.549,100.368,0.063769996,0.14925,1425900000.0,1327299968.0,1403000064.0,0.101,0.30505,0.32544997,0.28755,0.17216,USD,MLM,572.5,376.0,515.52,520.0,2.1,22.0,0.419
0,86400,62.16,buy,560000000.0,2.496,1479000064,3272000000.0,1.086,1.783,8008000000,1959.281,35.473,0.15434,,2745000000.0,866000000.0,1248000000.0,-0.102,0.34453,0.18469,0.19202,0.1039,USD,MAS,75.0,52.0,62.47,63.0,2.4,15.0,0.134
0,86400,414.36,buy,7491999744.0,7.989,14780999680,15566000128.0,0.786,1.17,24366999552,243.943,25.649,0.22648,1.70446,22237000000.0,10093625344.0,10949999616.0,0.135,1.0,0.6066,0.5884,0.44852,USD,MA,444.36,376.42,410.44,411.77,1.8,36.0,0.314
0,86400,33.4,buy,712817024.0,2.622,964974016,3939771904.0,1.756,1.961,3284429056,,11.815,0.08359,,2231180000.0,732886720.0,845908992.0,0.089,0.70177,0.2938,0.27627,0.1542,USD,MTCH,57.0,30.0,42.55,40.0,2.2,21.0,0.294
0,86400,65.99,hold,154700000.0,0.577,1186899968,4833399808.0,0.246,0.671,6605100032,95.331,24.607,0.048249997,0.13372,2274500000.0,677324992.0,1061500032.0,0.056,0.36723,0.17969,0.15065,0.097950004,USD,MKC,97.0,59.0,76.54,78.0,2.7,13.0,-0.232
0,86400,285.96,buy,3508000000.0,4.836,13454000128,49835700224.0,1.438,1.711,25013999616,,34.281,0.14303,,13207200000.0,6423187456.0,9324399616.0,0.14,0.57237,0.53786,0.4757,0.33314,USD,MCD,351.63,247.89,283.8,284.61,1.9,34.0,0.183
0,86400,464.65,buy,2524000000.0,18.969,4896999936,7368000000.0,0.489,0.929,291098001408,,2130.245,0.04232,,12358000000.0,4876125184.0,4905999872.0,0.101,0.04192,0.01682,0.01265,0.01198,USD,MCK,530.0,450.0,499.33,509.0,1.9,12.0,-0.233
0,86400,79.99,buy,7734000128.0,5.814,8654000128,25080000512.0,1.415,2.286,31957999616,48.56,24.024,0.04231,0.079569995,,4607374848.0,5569999872.0,0.053,0.65549004,0.27079,0.20767,0.12836,USD,MDT,104.0,68.0,90.15,90.0,2.5,27.0,1.125
0,86400,103.46,buy,8773000192.0,3.462,12933999616,34866999296.0,0.885,1.384,59314999296,84.424,23.378,0.054,0.10769,42077000000.0,5678125056.0,17190000640.0,0.067,0.73087996,0.21806,0.36486998,0.07769,USD,MRK,123.94,94.56,114.67,114.76,1.9,26.0,0.453
0,86400,324.82,buy,61122998272.0,23.785,54061998080,36876001280.0,2.426,2.567,126956003328,25.81,48.97,0.13817,0.22275,92855000000.0,29440124928.0,66219999232.0,0.232,0.80114996,0.42583,0.41375,0.23421,USD,META,399.37,160.67,341.9,348.88,1.8,50.0,1.679
0,86400,1104.47,hold,69675000.0,3.213,1243170048,2108483968.0,0.658,1.118,3911002112,,177.757,0.22172001,,2308042000.0,661924480.0,988012032.0,-0.044,0.59366,0.31786,0.29657,0.2224,USD,MTD,1300.0,975.0,1087.09,1050.0,2.8,11.0,-0.056
0,86400,40.84,buy,3316359936.0,9.709,2170795008,31818981376.0,1.448,1.776,15333946368,713.155,41.841,0.00195,0.11806,6474502000.0,977423488.0,2398027008.0,0.163,0.47932,0.14157,0.09078,0.072569996,USD,MGM,66.5,40.0,54.09,55.0,2.2,17.0,
0,86400,84.66,buy,256600000.0,0.474,4388899840,6108100096.0,0.575,1.033,8944799744,87.653,16.379,0.13208,0.38516,,2036437504.0,3596800000.0,0.087,0.67927,0.49066,0.39338002,0.28143,USD,MCHP,110.0,73.0,88.91,90.0,2.1,22.0,0.235
0,86400,75.93,buy,9594000384.0,8.737,2211000064,13998999552.0,2.526,4.458,15539999744,31.729,14.218,-0.052270003,-0.124069996,-1416000000.0,-5133374976.0,1559000064.0,-0.396,-0.091120005,0.14228,-0.34289002,-0.37535,USD,MU,91.81,38.95,75.06,75.28,2.1,30.0,
0,86400,374.51,buy,143945007104.0,19.368,108530999296,105681002496.0,1.531,1.663,218310000640,47.881,29.347,0.1457,0.39106998,,50418876416.0,94966996992.0,0.128,0.69441,0.49714002,0.47587,0.35314998,USD,MSFT,413.14,261.66,370.28,380.09,1.7,46.0,0.272
0,86400,126.79,hold,161896992.0,1.387,1252208000,4421834752.0,0.164,0.189,2134185984,70.148,18.365,0.0379,0.09665,1230709000.0,1024545024.0,1123420032.0,0.041,0.61349,0.58674,0.30679,0.27455,USD,MAA,181.0,112.0,140.21,137.0,2.8,19.0,-0.105
